ea_id,com_cf01,com_cf02,com_cf03,com_cf04,com_cf05,com_cf06,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf14a,com_cf14b,com_cf14c,com_cf14d,com_cf14e,com_cf15a,com_cf15b,com_cf15c,com_cf15d,com_cf15e,com_cf16a,com_cf16b,com_cf16c,com_cf16d,com_cf16e,com_cf16f,com_cf16g,com_cf16h,com_cf16i,com_cf17a,com_cf17b,com_cf17c
10746244,YES,1ST HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO EARLY,TOO LATE,YES,,,NO,,1,1,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,ABOUT THE SAME,ABOUT THE SAME,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,ABOUT THE SAME,ABOUT THE SAME,NO,NO,NO
20106042,YES,1ST HALF DEC,1ST HALF JUN,TOO MUCH,TOO EARLY,TOO LATE,NO,4,KM,NO,,0,0,NO,MORE,MORE,MORE,MORE,MORE,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,NO,NO,NO
20110620,YES,2ND HALF NOV,1ST HALF JUN,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,NO,10,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,BETTER,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,MUCH WORSE,MUCH BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,MUCH WORSE,NO,NO,NO
20111718,YES,1ST HALF DEC,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,8,KM,YES,10,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,ABOUT THE SAME,BETTER,YES,YES,YES
20112661,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,13,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,ABOUT THE SAME,ABOUT THE SAME,WORSE,NO,NO,NO
20113112,YES,2ND HALF DEC,1ST HALF JUN,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,NO,NO,NO
20115434,YES,2ND HALF NOV,2ND HALF MAY,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,NO,11,KM,NO,,0,0,NO,MORE,MORE,MORE,MORE,MORE,MUCH WORSE,MUCH WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,WORSE,WORSE,NO,NO,NO
20205207,YES,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO LATE,AT THE RIGHT TIME,NO,5,KM,NO,,0,0,NO,LESS,MORE,MORE,LESS,LESS,MUCH WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,WORSE,BETTER,WORSE,BETTER,NO,YES,YES
20206362,YES,2ND HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,LESS,LESS,LESS,MORE,NOT APPLICABLE,BETTER,BETTER,BETTER,NOT APPLICABLE,MUCH WORSE,BETTER,BETTER,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,MUCH WORSE,BETTER,YES,YES,YES
20302539,YES,1ST HALF DEC,2ND HALF JUN,TOO LITTLE,TOO EARLY,TOO EARLY,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,MORE,MORE,WORSE,NOT APPLICABLE,WORSE,NOT APPLICABLE,MUCH BETTER,WORSE,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,BETTER,NO,NO,NO
20303065,YES,1ST HALF DEC,1ST HALF JUN,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,NO,16,KM,YES,150,0,0,YES,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,MORE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,BETTER,WORSE,BETTER,BETTER,BETTER,YES,YES,YES
20305301,YES,1ST HALF DEC,1ST HALF JUN,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,LESS,LESS,LESS,BETTER,BETTER,BETTER,NOT APPLICABLE,WORSE,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,BETTER,NO,NO,YES
20306557,YES,1ST HALF DEC,2ND HALF MAY,TOO MUCH,TOO EARLY,TOO EARLY,NO,4,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,MORE,BETTER,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,WORSE,BETTER,NO,NO,YES
20402198,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,ABOUT THE SAME,WORSE,ABOUT THE SAME,WORSE,NO,NO,NO
20404032,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,LESS,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,BETTER,WORSE,MUCH WORSE,BETTER,BETTER,ABOUT THE SAME,BETTER,MUCH WORSE,ABOUT THE SAME,YES,YES,"YES, BUT NOT IF HH IS IN NEED"
20404575,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,WORSE,WORSE,WORSE,NO,NO,NO
20405366,YES,1ST HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,TOO LATE,YES,,,YES,30,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,WORSE,BETTER,WORSE,WORSE,NO,NO,NO
20407398,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,5,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,ABOUT THE SAME,BETTER,WORSE,BETTER,BETTER,MUCH WORSE,NO,NO,NO
20407481,YES,2ND HALF NOV,2ND HALF MAY,TOO MUCH,TOO LATE,TOO EARLY,YES,,,NO,,10,10,NO,MORE,MORE,LESS,ABOUT THE SAME NUMBER,LESS,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,MUCH WORSE,MUCH WORSE,BETTER,BETTER,ABOUT THE SAME,MUCH WORSE,WORSE,ABOUT THE SAME,NO,YES,NO
20507089,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,2,NO,LESS,LESS,MORE,NOT APPLICABLE,MORE,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,YES,YES,YES
20507459,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,3,3,NO,MORE,MORE,MORE,LESS,LESS,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,YES,YES,YES
20508349,YES,1ST HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,NO,5,KM,NO,,1,2,NO,LESS,MORE,MORE,LESS,MORE,ABOUT THE SAME,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,NOT APPLICABLE,BETTER,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,"YES, BUT NOT IF HH IS IN NEED",YES,"YES, BUT NOT IF HH IS IN NEED"
20601141,YES,2ND HALF OCT,1ST HALF MAY,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,NO,800,METER,NO,,2,2,NO,MORE,MORE,MORE,MORE,MORE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,WORSE,MUCH WORSE,NOT APPLICABLE,MUCH BETTER,WORSE,MUCH BETTER,WORSE,WORSE,NO,NO,NO
20601626,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,YES,,,NO,,6,7,NO,MORE,LESS,MORE,MORE,LESS,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,WORSE,WORSE,BETTER,WORSE,WORSE,BETTER,WORSE,NO,NO,NO
20602363,YES,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,NO,5,KM,YES,16,6,3,NO,MORE,MORE,MORE,MORE,MORE,BETTER,BETTER,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,WORSE,YES,NO,NO
20603090,YES,1ST HALF JAN,2ND HALF APR,TOO MUCH,TOO LATE,TOO EARLY,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,MORE,LESS,BETTER,WORSE,BETTER,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,MUCH BETTER,WORSE,BETTER,BETTER,WORSE,NO,NO,NO
20603533,YES,1ST HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO LATE,YES,,,NO,,5,5,NO,MORE,MORE,MORE,MORE,MORE,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,WORSE,WORSE,BETTER,WORSE,WORSE,BETTER,BETTER,NO,"YES, BUT NOT IF HH IS IN NEED",NO
20604638,YES,1ST HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,YES,,,YES,25,6,6,NO,LESS,LESS,MORE,MORE,MORE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,WORSE,BETTER,BETTER,WORSE,NO,NO,NO
20605302,YES,1ST HALF NOV,2ND HALF MAY,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,NO,20,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,BETTER,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,WORSE,NO,NO,NO
20607260,YES,2ND HALF DEC,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,YES,,,NO,,1,1,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,NOT APPLICABLE,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,YES,YES,YES
20607315,YES,1ST HALF NOV,2ND HALF APR,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,YES,,,NO,,0,2,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,LESS,MORE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,NOT APPLICABLE,BETTER,BETTER,MUCH WORSE,WORSE,WORSE,YES,YES,NO
20610050,YES,1ST HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,YES,,,NO,,3,3,NO,LESS,LESS,LESS,MORE,ABOUT THE SAME NUMBER,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,MUCH WORSE,NO,NO,NO
20610249,YES,2ND HALF NOV,2ND HALF MAY,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,NO,5,KM,YES,53,1,2,NO,ABOUT THE SAME NUMBER,LESS,MORE,MORE,MORE,BETTER,BETTER,BETTER,WORSE,BETTER,BETTER,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,WORSE,WORSE,NO,NO,NO
20613324,YES,2ND HALF NOV,2ND HALF MAY,TOO MUCH,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,YES,70,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,MORE,MORE,BETTER,BETTER,BETTER,WORSE,WORSE,BETTER,ABOUT THE SAME,WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,ABOUT THE SAME,WORSE,YES,NO,NO
20614477,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,NO,7,KM,NO,,3,3,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,LESS,MORE,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,WORSE,WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,WORSE,WORSE,NO,NO,NO
20615064,YES,1ST HALF NOV,1ST HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,YES,,,NO,,0,0,NO,LESS,LESS,LESS,MORE,LESS,BETTER,BETTER,BETTER,WORSE,BETTER,WORSE,MUCH WORSE,WORSE,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,WORSE,NO,NO,NO
20615735,YES,1ST HALF DEC,2ND HALF APR,TOO LITTLE,TOO EARLY,TOO EARLY,YES,,,NO,,3,4,NO,LESS,MORE,MORE,MORE,LESS,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,WORSE,NO,NO,NO
20702471,YES,1ST HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,10,KM,NO,,0,0,YES,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,ABOUT THE SAME NUMBER,LESS,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,BETTER,WORSE,MUCH WORSE,BETTER,BETTER,WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,YES,YES,NO
20704738,YES,2ND HALF NOV,1ST HALF MAY,TOO MUCH,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,2,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,MORE,MORE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,WORSE,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",NO
20705372,YES,2ND HALF NOV,2ND HALF APR,TOO MUCH,TOO LATE,AT THE RIGHT TIME,NO,3,KM,NO,,0,0,NO,MORE,MORE,MORE,MORE,MORE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,WORSE,WORSE,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,NO,NO,NO
20706163,YES,1ST HALF OCT,2ND HALF APR,TOO MUCH,TOO LATE,TOO EARLY,YES,,,YES,300,4,4,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,LESS,LESS,LESS,BETTER,BETTER,BETTER,MUCH WORSE,BETTER,BETTER,BETTER,MUCH WORSE,MUCH WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,NO,NO,NO
20801046,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,7,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,MORE,MORE,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,MUCH BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
20802019,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,10,KM,NO,,1,1,NO,LESS,LESS,LESS,LESS,LESS,BETTER,BETTER,BETTER,BETTER,BETTER,MUCH BETTER,MUCH BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,BETTER,BETTER,BETTER,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
20803156,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,10,KM,NO,,0,0,NO,MORE,MORE,MORE,LESS,MORE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,YES,YES,YES
20804405,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804768,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,4,4,NO,MORE,MORE,MORE,MORE,MORE,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,BETTER,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
20806131,YES,1ST HALF NOV,1ST HALF JUN,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,8,KM,NO,,1,1,NO,ABOUT THE SAME NUMBER,MORE,MORE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,ABOUT THE SAME,WORSE,ABOUT THE SAME,"YES, BUT NOT IF HH IS IN NEED",YES,"YES, BUT NOT IF HH IS IN NEED"
20807727,YES,1ST HALF NOV,1ST HALF APR,TOO LITTLE,TOO LATE,AT THE RIGHT TIME,NO,10,KM,NO,,1,1,NO,MORE,MORE,MORE,MORE,MORE,WORSE,MUCH WORSE,WORSE,WORSE,WORSE,BETTER,MUCH BETTER,ABOUT THE SAME,WORSE,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,NO,NO,NO
20808421,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,12,KM,NO,,0,0,NO,MORE,MORE,MORE,NOT APPLICABLE,MORE,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,WORSE,BETTER,BETTER,BETTER,BETTER,BETTER,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
20903583,YES,1ST HALF NOV,1ST HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,NO,3,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,WORSE,WORSE,WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,NOT APPLICABLE,NO,NO,NO
20906524,YES,2ND HALF OCT,1ST HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,NO,3,KM,NO,,0,0,NO,MORE,NOT APPLICABLE,MORE,MORE,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,MUCH WORSE,ABOUT THE SAME,NOT APPLICABLE,NO,NO,NO
20906605,YES,2ND HALF NOV,1ST HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,NO,6,KM,YES,30,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,NOT APPLICABLE,BETTER,BETTER,BETTER,NOT APPLICABLE,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,WORSE,WORSE,WORSE,NOT APPLICABLE,NO,NO,NO
