ea_id,com_cf01,com_cf02,com_cf03,com_cf04,com_cf05,com_cf06,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf14a,com_cf14b,com_cf14c,com_cf14d,com_cf14e,com_cf15a,com_cf15b,com_cf15c,com_cf15d,com_cf15e,com_cf16a,com_cf16b,com_cf16c,com_cf16d,com_cf16e,com_cf16f,com_cf16g,com_cf16h,com_cf16i,com_cf17a,com_cf17b,com_cf17c
20908088,YES,1ST HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,YES,150,0,2,NO,MORE,MORE,MORE,MORE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,WORSE,MUCH BETTER,WORSE,NOT APPLICABLE,NO,NO,NO
20908119,YES,1ST HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,WORSE,WORSE,WORSE,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,WORSE,WORSE,WORSE,NOT APPLICABLE,NO,NO,NO
20909113,YES,1ST HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,LESS,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,WORSE,WORSE,NOT APPLICABLE,NO,NO,NO
21037030,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,4,KM,NO,,0,2,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,WORSE,WORSE,YES,YES,NO
21048764,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO LATE,NO,4,KM,NO,,2,2,NO,MORE,MORE,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,NO,NO,NO
21051203,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,1,KM,NO,,0,0,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,MUCH WORSE,WORSE,YES,YES,NO
21053745,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,4,KM,NO,,0,0,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,YES,YES,NO
21055241,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,10,KM,NO,,0,0,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,BETTER,ABOUT THE SAME,WORSE,NO,NO,NO
21055693,YES,1ST HALF DEC,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,3,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,BETTER,WORSE,WORSE,YES,YES,NO
21066096,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO LATE,NO,10,KM,NO,,0,0,NO,MORE,MORE,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,BETTER,BETTER,MUCH WORSE,NOT APPLICABLE,BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,YES,YES,NO
21074510,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,8,KM,NO,,0,0,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,MUCH WORSE,MUCH WORSE,YES,YES,NO
21077725,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21080308,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,AT THE RIGHT TIME,NO,3,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,MORE,ABOUT THE SAME NUMBER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,WORSE,YES,YES,NO
21081573,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21086069,YES,1ST HALF DEC,1ST HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,ABOUT THE SAME,BETTER,MUCH WORSE,WORSE,ABOUT THE SAME,ABOUT THE SAME,NO,NO,NO
21086436,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,MORE,MORE,MORE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,BETTER,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,WORSE,WORSE,ABOUT THE SAME,YES,YES,NO
21087531,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,2,KM,NO,,0,0,NO,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,WORSE,YES,YES,NO
21088597,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,TOO EARLY,TOO LATE,NO,7,KM,NO,,0,0,NO,MORE,MORE,MORE,NOT APPLICABLE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,ABOUT THE SAME,WORSE,BETTER,ABOUT THE SAME,WORSE,YES,YES,NO
30101280,YES,1ST HALF DEC,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,MORE,LESS,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,WORSE,NOT APPLICABLE,MUCH WORSE,BETTER,BETTER,BETTER,BETTER,MUCH WORSE,BETTER,NO,NO,NO
30101545,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,MORE,MORE,MORE,MORE,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,WORSE,MUCH WORSE,BETTER,NO,NO,NO
30102028,YES,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,11,KM,NO,,0,1,NO,MORE,MORE,MORE,MORE,MORE,WORSE,WORSE,WORSE,BETTER,WORSE,BETTER,BETTER,WORSE,NOT APPLICABLE,BETTER,WORSE,MUCH BETTER,WORSE,BETTER,NO,NO,YES
30102540,YES,1ST HALF DEC,1ST HALF MAY,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,NO,20,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,LESS,MORE,BETTER,BETTER,BETTER,NOT APPLICABLE,BETTER,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,BETTER,WORSE,WORSE,NO,NO,NO
30103074,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,MORE,MORE,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,WORSE,BETTER,WORSE,WORSE,WORSE,BETTER,NO,YES,YES
30104708,YES,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,YES,,,YES,64,1,1,YES,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,WORSE,WORSE,BETTER,NO,NO,NO
30105325,YES,2ND HALF NOV,1ST HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,10,KM,NO,,0,0,NO,MORE,MORE,MORE,MORE,MORE,ABOUT THE SAME,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,BETTER,WORSE,WORSE,WORSE,BETTER,YES,NO,"YES, BUT NOT IF HH IS IN NEED"
30105448,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,10,KM,NO,,0,0,NO,ABOUT THE SAME NUMBER,MORE,MORE,MORE,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,WORSE,WORSE,BETTER,NO,NO,YES
30107624,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,NO,4,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,ABOUT THE SAME,BETTER,WORSE,WORSE,NO,NO,NO
30108401,YES,2ND HALF NOV,2ND HALF MAR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,22,KM,NO,,0,0,NO,LESS,MORE,LESS,NOT APPLICABLE,MORE,WORSE,NOT APPLICABLE,WORSE,NOT APPLICABLE,WORSE,BETTER,WORSE,WORSE,WORSE,WORSE,WORSE,MUCH WORSE,WORSE,ABOUT THE SAME,NO,NO,YES
30109724,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,MORE,MORE,MORE,ABOUT THE SAME NUMBER,MORE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,WORSE,WORSE,MUCH BETTER,NO,NO,NO
30202252,YES,2ND HALF OCT,2ND HALF MAY,TOO LITTLE,TOO LATE,TOO EARLY,YES,,,NO,,0,0,NO,MORE,MORE,MORE,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,WORSE,WORSE,BETTER,NO,NO,YES
30206341,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,3,3,NO,MORE,MORE,MORE,MORE,MORE,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,ABOUT THE SAME,WORSE,BETTER,NO,NO,NO
30206572,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,NO,10,KM,NO,,4,4,NO,MORE,MORE,MORE,MORE,ABOUT THE SAME NUMBER,BETTER,BETTER,ABOUT THE SAME,BETTER,WORSE,MUCH BETTER,BETTER,ABOUT THE SAME,WORSE,ABOUT THE SAME,WORSE,WORSE,WORSE,BETTER,"YES, BUT NOT IF HH IS IN NEED",NO,YES
30208396,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,NO,4,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,MORE,MORE,BETTER,BETTER,BETTER,NOT APPLICABLE,ABOUT THE SAME,BETTER,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,WORSE,BETTER,ABOUT THE SAME,WORSE,NO,NO,NO
30212307,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,MORE,MORE,MORE,MORE,ABOUT THE SAME NUMBER,BETTER,BETTER,BETTER,ABOUT THE SAME,BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,BETTER,WORSE,WORSE,WORSE,BETTER,NO,NO,YES
30212492,YES,2ND HALF DEC,2ND HALF MAY,TOO LITTLE,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,2,NO,MORE,MORE,MORE,MORE,LESS,ABOUT THE SAME,MUCH BETTER,ABOUT THE SAME,WORSE,ABOUT THE SAME,BETTER,BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,WORSE,BETTER,ABOUT THE SAME,ABOUT THE SAME,"YES, BUT NOT IF HH IS IN NEED",NO,NO
30302601,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,NO,5,KM,NO,,3,3,NO,LESS,ABOUT THE SAME NUMBER,ABOUT THE SAME NUMBER,NOT APPLICABLE,ABOUT THE SAME NUMBER,WORSE,WORSE,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,WORSE,BETTER,MUCH WORSE,NOT APPLICABLE,WORSE,WORSE,BETTER,WORSE,BETTER,NO,NO,YES
30305082,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,NO,45,KM,NO,,3,3,NO,LESS,MORE,MORE,MORE,MORE,WORSE,WORSE,WORSE,MUCH WORSE,WORSE,WORSE,WORSE,MUCH WORSE,NOT APPLICABLE,WORSE,BETTER,BETTER,WORSE,MUCH BETTER,NO,NO,NO
30305277,YES,2ND HALF OCT,2ND HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,NO,2,KM,NO,,3,3,NO,LESS,MORE,MORE,MORE,MORE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,WORSE,WORSE,MUCH WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,BETTER,MUCH BETTER,NO,NO,YES
30305580,YES,2ND HALF NOV,1ST HALF MAY,THE RIGHT AMOUNT,AT THE RIGHT TIME,AT THE RIGHT TIME,YES,,,NO,,0,0,NO,LESS,LESS,LESS,LESS,LESS,WORSE,WORSE,WORSE,MUCH WORSE,WORSE,BETTER,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,WORSE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,NO,NO,NO
30306087,YES,1ST HALF DEC,1ST HALF MAY,TOO MUCH,AT THE RIGHT TIME,TOO EARLY,NO,4,KM,NO,,0,1,NO,LESS,LESS,ABOUT THE SAME NUMBER,NOT APPLICABLE,LESS,BETTER,NOT APPLICABLE,BETTER,MUCH WORSE,MUCH BETTER,WORSE,ABOUT THE SAME,MUCH WORSE,NOT APPLICABLE,BETTER,MUCH BETTER,BETTER,MUCH WORSE,MUCH BETTER,NO,NO,YES
30306555,YES,2ND HALF NOV,2ND HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO LATE,NO,25,KM,YES,10,1,1,NO,LESS,MORE,LESS,LESS,LESS,BETTER,NOT APPLICABLE,BETTER,WORSE,WORSE,BETTER,ABOUT THE SAME,WORSE,NOT APPLICABLE,WORSE,WORSE,ABOUT THE SAME,BETTER,ABOUT THE SAME,NO,NO,NO
30307678,YES,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,NO,2,METER,YES,30,3,3,NO,LESS,LESS,LESS,NOT APPLICABLE,LESS,BETTER,WORSE,WORSE,WORSE,WORSE,BETTER,WORSE,WORSE,WORSE,WORSE,ABOUT THE SAME,BETTER,MUCH BETTER,WORSE,NO,NO,"YES, BUT NOT IF HH IS IN NEED"
30403444,YES,2ND HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,AT THE RIGHT TIME,TOO EARLY,YES,,,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,MORE,MUCH BETTER,WORSE,WORSE,WORSE,WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,NO,NO,NO
30406710,YES,2ND HALF NOV,1ST HALF MAY,TOO MUCH,TOO EARLY,AT THE RIGHT TIME,NO,16,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,MORE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,MUCH WORSE,MUCH WORSE,BETTER,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH WORSE,NO,NO,NO
30501383,YES,1ST HALF NOV,2ND HALF MAR,THE RIGHT AMOUNT,TOO EARLY,TOO EARLY,YES,,,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME NUMBER,NOT APPLICABLE,LESS,BETTER,NOT APPLICABLE,NOT APPLICABLE,BETTER,ABOUT THE SAME,BETTER,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,BETTER,BETTER,ABOUT THE SAME,NO,NO,NO
30502456,YES,1ST HALF NOV,2ND HALF APR,THE RIGHT AMOUNT,TOO LATE,TOO EARLY,NO,10,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,LESS,NOT APPLICABLE,MORE,WORSE,WORSE,WORSE,NOT APPLICABLE,WORSE,MUCH WORSE,BETTER,MUCH WORSE,NOT APPLICABLE,BETTER,WORSE,BETTER,MUCH WORSE,NOT APPLICABLE,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED"
30503685,YES,2ND HALF OCT,1ST HALF APR,TOO LITTLE,TOO LATE,TOO EARLY,NO,35,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MORE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,NOT APPLICABLE,BETTER,MUCH WORSE,MUCH WORSE,BETTER,MUCH WORSE,NO,NO,NO
30504518,YES,2ND HALF NOV,1ST HALF APR,TOO MUCH,TOO LATE,TOO EARLY,NO,7,KM,NO,,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,MORE,NOT APPLICABLE,MORE,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,WORSE,WORSE,MUCH BETTER,WORSE,NOT APPLICABLE,MUCH BETTER,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,ABOUT THE SAME,NO,NO,NO
30602235,YES,1ST HALF NOV,1ST HALF APR,TOO LITTLE,AT THE RIGHT TIME,TOO EARLY,NO,4,KM,YES,25,0,0,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,WORSE,WORSE,WORSE,WORSE,WORSE,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,NOT APPLICABLE,WORSE,ABOUT THE SAME,WORSE,NO,NO,NO
