case_id,hhid,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m,Fish_SpeciesID
304025950424,6987648215c242c8b6d495d7142a3237,matemba,,3,SMALL BASKET,,SUN-DRIED,,4000,yes,3,SMALL BASKET,,smoked,,4000,3,SMALL BASKET,,SUN-DRIED,,5000,yes,3,,,smoked,,5000,
304025980144,b94c59bd9c184e95ac23128e2295d938,usipa,,2,SMALL BASKET,,SUN-DRIED,.,3500,no,,,.,,.,,3,SMALL BASKET,,SUN-DRIED,.,3500,no,,,,,.,,
304025980144,b94c59bd9c184e95ac23128e2295d938,utaka,,3,SMALL BASKET,,SUN-DRIED,.,4000,no,,,.,,.,,2,SMALL BASKET,,SUN-DRIED,.,4500,no,,,,,.,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,ncheni,,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,usipa,,1,SMALL BASKET,,SUN-DRIED,.,6500,no,,,,,.,,2,SMALL BASKET,,SUN-DRIED,.,6000,no,,,,,.,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,matemba,,1,SMALL BASKET,,SUN-DRIED,.,5000,no,,,,,.,,4500,SMALL BASKET,,SUN-DRIED,.,1,no,,,,,.,,
304036040048,981d44710cb94b1d8014424f53f1c3a0,utaka,,1,SMALL BASKET,,SUN-DRIED,.,6500,yes,1,SMALL BASKET,,smoked,.,6000,1,SMALL BASKET,,smoked,.,6500,no,,,,,.,,
305016170215,0516be73b8c246a98c954963f4bde6cc,utaka,,15,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,1800,no,,,,,.,,7,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,2800,no,,,,,.,,
305016170215,0516be73b8c246a98c954963f4bde6cc,usipa,,10,OTHER (SPECIFY),5litres bucket,SUN-DRIED,.,1000,no,,,,,.,,6,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,2500,no,,,,,.,,
305016190456,d9525b0f771f455096b7c2c792aa21cf,usipa,,8,SMALL BASKET,,SUN-DRIED,.,2500,no,,,.,,.,,8,SMALL BASKET,,SUN-DRIED,.,3500,no,,,,,.,,
305016190456,d9525b0f771f455096b7c2c792aa21cf,utaka,,4,SMALL BASKET,,SUN-DRIED,.,4000,no,,,.,,.,,4,SMALL BASKET,,SUN-DRIED,.,4000,no,,,,,.,,
306026510196,9d4449ecd0cb48c6a6d42832a895f56f,usipa,,3000,DOZEN / BUNDLE,,SUN-DRIED,.,4000,no,,,.,,.,,8000,DOZEN / BUNDLE,,SUN-DRIED,,4000,no,,,,,.,,
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,10
307016630198,88752c4bfd9f4b93afeb4b9862a23fb3,utaka,,0,,,,.,,no,,,.,,.,,0,,,,.,,no,,,,,.,,
307056690018,1d49f698513944f38d3dcde0818f5049,other,"""MATUMBI """,0,,,,.,,no,,,.,,.,,5,DOZEN / BUNDLE,,fresh,,8000,no,,,,,.,,
307056690018,1d49f698513944f38d3dcde0818f5049,makakani,,0,,,,.,,no,,,.,,.,,3,SMALL BASKET,,fresh,,5000,no,,,,,.,,
307086750075,e0401c946e5c4ba48085bacd60bac87a,usipa,,1,25 KG BAG,,SUN-DRIED,.,500,no,,,.,,.,,4500,OTHER (SPECIFY),"""Heaps """,SUN-DRIED,.,400,no,,,,,.,,
307086750075,e0401c946e5c4ba48085bacd60bac87a,,,1,25 KG BAG,,SUN-DRIED,,500,no,,,,,,,4500,OTHER (SPECIFY),"""Heaps """,SUN-DRIED,,400,no,,,,,,,9
307106810150,ce6a8c8a21394f179a66afd1ce6d05d5,usipa,,2,LARGE BASKET,,smoked,.,20000,no,,,.,,.,,30000,LARGE BASKET,,smoked,,2500,no,,,,,.,,
307106830175,1c161fa67069488e8c3fbecbaa794851,usipa,,3,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,3000,no,,,.,,.,,3,OTHER (SPECIFY),"""5litres bucket """,SUN-DRIED,.,4500,no,,,,,.,,
308016880131,91bd639b25704ead98b10eaceba3c32e,chambo,,150,DOZEN / BUNDLE,,SUN-DRIED,.,1500,no,,,.,,.,,180,piece,,SUN-DRIED,,1500,no,,,,,.,,
308016880131,91bd639b25704ead98b10eaceba3c32e,mlamba,,120,DOZEN / BUNDLE,,SUN-DRIED,.,1200,no,,,.,,.,,150,piece,,SUN-DRIED,,1200,no,,,,,.,,
308057040251,f8d95247df0f4a5fb80ce2e6ae6b0217,mlamba,,1,SMALL BASKET,,fresh,.,30000,no,,,.,,.,,1,SMALL BASKET,,smoked,,60000,no,,,,,.,,
308057040251,f8d95247df0f4a5fb80ce2e6ae6b0217,chambo,,1,SMALL BASKET,,fresh,.,25000,no,,,.,,.,,1,SMALL BASKET,,smoked,,50000,no,,,,,.,,
308207100056,462be412cdc7434fae547cf40bdcd14e,,"""Makelele """,50000,LARGE BASKET,,fresh,,6000,no,,,,,,,90000,LARGE BASKET,,fresh,,4000,no,,,,,,,11
308207100056,462be412cdc7434fae547cf40bdcd14e,other,"""Makelele """,50000,LARGE BASKET,,fresh,.,6000,no,,,.,,.,,90000,LARGE BASKET,,fresh,.,4000,no,,,,,.,,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,,,0,,,,,,no,,,,,,,1,SMALL BASKET,,fresh,,18000,no,,,,,,,6
309017110008,fb9cfecf8ec54a568bb360f6989b7441,mlamba,,0,,,,.,,no,,,.,,.,,1,SMALL BASKET,,fresh,.,12000,no,,,,,.,,
309017110008,fb9cfecf8ec54a568bb360f6989b7441,,,0,,,,,,no,,,,,,,1,SMALL BASKET,,fresh,,12000,no,,,,,,,3
309017110008,fb9cfecf8ec54a568bb360f6989b7441,chambo,,0,,,,.,,no,,,.,,.,,1,SMALL BASKET,,fresh,.,18000,no,,,,,.,,
309017130078,0efc68515967476cb7731b9a3aa6e407,chambo,,0,,,,.,,no,,,.,,.,,10,SMALL BASKET,,fresh,,3000,no,,,,,.,,
309017130078,0efc68515967476cb7731b9a3aa6e407,mlamba,,0,,,,.,,no,,,.,,.,,10,SMALL BASKET,,fresh,,5000,no,,,,,.,,
309017210120,9b4f8d0572834553baa0b8b9d8b23e5c,mlamba,,1,LARGE BASKET,,fresh,.,40000,no,,,.,,.,,1,LARGE BASKET,,smoked,,46000,no,,,,,.,,
309017210120,9b4f8d0572834553baa0b8b9d8b23e5c,chambo,,1,LARGE BASKET,,fresh,.,35000,no,,,.,,.,,39000,LARGE BASKET,,smoked,,39000,no,,,,,.,,
309027280038,16e326ad87924bd5941f15f3a800c567,utaka,,1,DOZEN / BUNDLE,,SUN-DRIED,,2500,no,,,,,,,1,DOZEN / BUNDLE,,SUN-DRIED,,4000,no,,,,,,,
309027280038,16e326ad87924bd5941f15f3a800c567,mlamba,,5,DOZEN / BUNDLE,,SUN-DRIED,,5000,no,,,,,,,1,DOZEN / BUNDLE,,SUN-DRIED,,7500,no,,,,,,,
309027280038,16e326ad87924bd5941f15f3a800c567,usipa,,3,DOZEN / BUNDLE,,smoked,,1,no,,,,,,,1,DOZEN / BUNDLE,,smoked,,4500,no,,,,,,,
309027280038,16e326ad87924bd5941f15f3a800c567,matemba,,3,DOZEN / BUNDLE,,smoked,,3000,no,,,,,,,1,DOZEN / BUNDLE,,smoked,,4000,no,,,,,,,
309037320027,e4976bb96e2b4efea6da21ce803ee95f,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
309037320057,7fb8a91e208e44099f110cc25a37958f,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
309037320086,db38df48375440688e2b4a99ace3d3e3,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
309037320145,f4c360a70cf94e36992ea6b95dafeddf,mlamba,,0,,,,,,no,,,,,,,40,DOZEN / BUNDLE,,fresh,,3000,no,,,,,,,
309037320155,df5c912c36334f76954e43a1573b7495,mlamba,,5,DOZEN / BUNDLE,,SUN-DRIED,,3500,no,,,,,,,5600,DOZEN / BUNDLE,,SUN-DRIED,,350,no,,,,,,,
309037330240,d886725771674e3a9d50f600189e4c51,matemba,,4,OTHER (SPECIFY),chigoba,fresh,.,1500,no,,,.,,.,,4,OTHER (SPECIFY),"""chigoba """,fresh,,100,no,,,,,.,,
309037330358,ac29c40bd5d145e3abc001c40fb75f97,mlamba,,3,LARGE BASKET,,fresh,.,3500,no,,,.,,.,,10500,LARGE BASKET,,fresh,,2,no,,,,,.,,
309037330358,ac29c40bd5d145e3abc001c40fb75f97,chambo,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
309037330358,ac29c40bd5d145e3abc001c40fb75f97,matemba,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
310017360274,162acaab50714710968e18ba60d29705,makakani,,0,,,,.,,no,,,,,.,,200,piece,,fresh,.,50,no,,,,,.,,
310037450096,7153c2c65b0d45e8acce91b1a2318529,usipa,,40,5 KG BAG,,SUN-DRIED,,3000,no,,,,,,,4500,5 KG BAG,,SUN-DRIED,,4500,no,,,,,,,
310037450096,7153c2c65b0d45e8acce91b1a2318529,utaka,,5,DOZEN / BUNDLE,,SUN-DRIED,,3500,no,,,,,,,5000,DOZEN / BUNDLE,,SUN-DRIED,,5000,no,,,,,,,
310037490103,a69cb4b685ad49d5aca705ae92733104,utaka,,5,SMALL BASKET,,SUN-DRIED,,1200,no,,,,,,,5,SMALL BASKET,,SUN-DRIED,,2500,no,,,,,,,
310077550132,eae7ed540374429c86b201f812121926,makakani,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
310077550352,172e48fd0bfb4a63918d58fad28215fd,makakani,,5,LARGE BASKET,,fresh,,15000,no,,,,,,,5000,DOZEN / BUNDLE,,fresh,,5000,no,,,,,,,
311047620222,59af2959373a49688125879137dc025b,mlamba,,0,,,,.,,no,,,.,,.,,600,piece,,SUN-DRIED,,200,yes,600,,,SUN-DRIED,.,200,
311047620238,55528faf2f834dca86748ae2b0071c91,makakani,,0,,,,.,,no,,,.,,.,,7,LARGE BASKET,,fresh,,4000,no,,,,,.,,
311047630069,8cf75072c8eb4ae78ac071e755650742,makakani,,2,LARGE BASKET,,fresh,,10000,no,,,,,,,7000,DOZEN / BUNDLE,,fresh,,2000,no,,,,,,,
311047660049,560b4e33c23942f68dd09fdc7b38cfa4,mlamba,,0,,,,,,no,,,,,,,1,LARGE BASKET,,fresh,,6000,no,,,,,,,
311047660204,4861d8dd61ff411b8ffb7659ec704227,makakani,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311047670007,fc0c6c2029ba4946904eeb0f511725eb,makakani,,0,,,,.,,no,,,.,,.,,0,,,,,,no,,,,,.,,
311047670022,23854e9fb8674e979c09cc41550e9bbc,makakani,,2,LARGE BASKET,,fresh,.,5000,no,,,.,,.,,3500,LARGE BASKET,,fresh,,2500,no,,,,,.,,
311047670022,23854e9fb8674e979c09cc41550e9bbc,matemba,,2,SMALL BASKET,,fresh,.,1500,no,,,.,,.,,1500,SMALL BASKET,,fresh,,1500,no,,,,,.,,
311047680199,742c8b9196d14efba5a985ee1efeb29e,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311047680199,742c8b9196d14efba5a985ee1efeb29e,chambo,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311047680229,2269acdf7ce34832985d1e67590ac420,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311047680229,2269acdf7ce34832985d1e67590ac420,chambo,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311057710150,a0c68262af9248adbd39f263f4a84599,other,nothing,0,,,,.,,no,,,,,.,,0,,,,.,,no,,,,,.,,
311057710280,544b3d6ccd84498d85911c4649a17139,mlamba,,5,SMALL BASKET,,fresh,.,10000,yes,5,SMALL BASKET,,smoked,.,20000,2,10 KG BAG,,smoked,.,60000,no,,,,,.,,
311057710280,544b3d6ccd84498d85911c4649a17139,makakani,,5,LARGE BASKET,,fresh,.,7500,no,,,,,.,,5,SMALL BASKET,,smoked,.,20000,no,,,,,.,,
311057710308,4658ff81394f4c798120107d9b2bfde2,mlamba,,1,SMALL BASKET,,smoked,.,2000,no,,,,,.,,1,SMALL BASKET,,smoked,.,6000,no,,,,,.,,
311057710308,4658ff81394f4c798120107d9b2bfde2,makakani,,15,SMALL BASKET,,smoked,.,20000,yes,0,,,,.,,15,SMALL BASKET,,smoked,.,20000,no,,,,,.,,
311067720146,b8d409cb3ee24381ba71da61af33e207,chambo,,0,,,,,,no,,,,,,,3,SMALL BASKET,,fresh,,4000,no,,,,,,,
311067720273,70dff86abc944d74bc3ae3486c9c2c64,mlamba,,0,,,,,,yes,5,DOZEN / BUNDLE,,smoked,,3200,8000,piece,,smoked,,1200,no,,,,,,,
311067740059,e1748feaa90e4f07b7e37d87d03cf617,makakani,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311067740080,781c700f8e414a31852de87685434cd7,makakani,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311067740080,781c700f8e414a31852de87685434cd7,mlamba,,0,,,,,,no,,,,,,,0,,,,,,no,,,,,,,
311067750056,8452d6e2e58d4ef38043d23768dfeb15,makakani,,0,,,,.,,no,,,.,,.,,3,SMALL BASKET,,fresh,,3500,no,,,,,.,,
311077770214,53d9ca6b84f141adb29292582dbf95f0,makakani,,0,,,,.,,no,,,.,,.,,0,,,,.,,no,,,,,.,,
312047990066,2ebe9c08289c4087935012dfc9f5ce45,makumba,,8000,SMALL BASKET,,fresh,.,3000,no,,,.,,.,,11000,SMALL BASKET,,fresh,,3000,no,,,,,.,,
312047990066,2ebe9c08289c4087935012dfc9f5ce45,other,Kasawala,5000,SMALL BASKET,,fresh,.,2500,no,,,.,,.,,2000,SMALL BASKET,,fresh,,1800,no,,,,,.,,
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,chambo,,4,LARGE BASKET,,fresh,.,500,no,,,.,,.,,3,LARGE BASKET,,fresh,,500,no,,,,,.,,
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,other,mbaba,1,LARGE BASKET,,fresh,.,100,no,,,.,,.,,1,LARGE BASKET,,fresh,,100,no,,,,,.,,
312047990082,02355a1ee3a74b9bb452f5dcdff6b87a,mlamba,,3,LARGE BASKET,,fresh,.,1000,no,,,.,,.,,3,LARGE BASKET,,fresh,,1000,no,,,,,.,,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,matemba,,0,,,,,,no,,,,,,,2,10 KG BAG,,SUN-DRIED,,7000,no,,,,,,,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,mlamba,,0,,,,,,no,,,,,,,6,DOZEN / BUNDLE,,fresh,,12000,no,,,,,,,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,makumba,,0,,,,,,no,,,,,,,4,DOZEN / BUNDLE,,fresh,,6000,no,,,,,,,
313018070014,090c129e99c04721937dfd9c90edcba2,utaka,,5,SMALL BASKET,,SUN-DRIED,.,2000,no,,,.,,.,,10,SMALL BASKET,,SUN-DRIED,.,3000,no,,,,,.,,
313018070014,090c129e99c04721937dfd9c90edcba2,ncheni,,20,SMALL BASKET,,smoked,.,5000,no,,,.,,.,,20,DOZEN / BUNDLE,,smoked,.,500,no,,,,,.,,
313018070014,090c129e99c04721937dfd9c90edcba2,usipa,,5,SMALL BASKET,,SUN-DRIED,.,2000,no,,,.,,.,,10,SMALL BASKET,,smoked,.,3500,no,,,,,.,,
313018070048,cc01320b172b411681e05f7252144c7d,ncheni,,20,DOZEN / BUNDLE,,smoked,.,1200,no,,,.,,.,,20,DOZEN / BUNDLE,,smoked,.,1550,no,,,,,.,,
313018070048,cc01320b172b411681e05f7252144c7d,usipa,,5,5 KG BAG,,SUN-DRIED,.,6500,no,,,.,,.,,5,5 KG BAG,,SUN-DRIED,.,7500,no,,,,,.,,
313018070048,cc01320b172b411681e05f7252144c7d,utaka,,4,5 KG BAG,,SUN-DRIED,.,5500,no,,,.,,.,,4,5 KG BAG,,SUN-DRIED,.,6500,no,,,,,.,,
313018070067,c24c51d7535247bf88d327efaa31a3e5,ncheni,,5,SMALL BASKET,,smoked,.,3000,no,,,.,,.,,5,SMALL BASKET,,smoked,.,4500,no,,,,,.,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,,,40,DOZEN / BUNDLE,,fresh,,500,no,,,,,,,40,DOZEN / BUNDLE,,fresh,,1000,no,,,,,,,8
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,,,5,DOZEN / BUNDLE,,fresh,,3500,no,,,,,,,5,DOZEN / BUNDLE,,fresh,,5000,no,,,,,,,3
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,chambo,,15,DOZEN / BUNDLE,,fresh,.,5000,no,,,.,,.,,15,DOZEN / BUNDLE,,fresh,.,9000,no,,,,,.,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,,,15,DOZEN / BUNDLE,,fresh,,5000,no,,,,,,,15,DOZEN / BUNDLE,,fresh,,9000,no,,,,,,,6
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,mlamba,,5,DOZEN / BUNDLE,,fresh,.,3500,no,,,.,,.,,5,DOZEN / BUNDLE,,fresh,.,5000,no,,,,,.,,
313038230214,fca3fb36419040eaa13c5bdc2a8b40dd,ncheni,,40,DOZEN / BUNDLE,,fresh,.,500,no,,,.,,.,,40,DOZEN / BUNDLE,,fresh,.,1000,no,,,,,.,,
313068290048,3cfcd91201b54ab883b4b490d6762d10,utaka,,2,SMALL BASKET,,SUN-DRIED,.,2500,no,,,,,.,,2,SMALL BASKET,,SUN-DRIED,.,3500,no,,,,,.,,
313068290048,3cfcd91201b54ab883b4b490d6762d10,makakani,,2,SMALL BASKET,,SUN-DRIED,.,9000,no,,,,,.,,2,SMALL BASKET,,SUN-DRIED,.,9000,no,,,,,.,,
313068290048,3cfcd91201b54ab883b4b490d6762d10,usipa,,5,SMALL BASKET,,SUN-DRIED,.,2000,no,,,,,.,,5,SMALL BASKET,,SUN-DRIED,.,3500,no,,,,,.,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,matemba,,9,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4000,no,,,,,,,4,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,5500,no,,,,,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,ncheni,,1,OTHER (SPECIFY),"""Chigoba """,smoked,,4000,no,,,,,,,1,OTHER (SPECIFY),CHIGOBA,smoked,,6000,no,,,,,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,usipa,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,3500,yes,1,OTHER (SPECIFY),CHIGOBA,smoked,,3500,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,4500,yes,1,,,smoked,,5000,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,utaka,,1,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,3500,no,,,,,,,1,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,no,,,,,,,
314318320128,2aba7338613b4eebb963a0cee9c9ab43,makakani,,4,OTHER (SPECIFY),"""CHIGOBA """,smoked,,4000,no,,,,,,,2,OTHER (SPECIFY),"""CHIGOBA """,smoked,,3000,no,,,,,,,
314358370415,dd156401fbe44f2db6c547347da9cc79,other,"""Mbaba """,2,SMALL BASKET,,smoked,.,2500,no,,,.,,.,,2,SMALL BASKET,,smoked,,3000,no,,,,,.,,
314358370415,dd156401fbe44f2db6c547347da9cc79,usipa,,4,LARGE BASKET,,SUN-DRIED,.,3500,no,,,.,,.,,4,LARGE BASKET,,SUN-DRIED,,4000,no,,,,,.,,
314358370415,dd156401fbe44f2db6c547347da9cc79,utaka,,3,LARGE BASKET,,smoked,.,3500,no,,,.,,.,,3,LARGE BASKET,,smoked,,4000,no,,,,,.,,
314378420017,517c7c83d45240b39542015b350195aa,usipa,,2,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,4000,no,,,,,,,2,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,6000,no,,,,,,,
314378420017,517c7c83d45240b39542015b350195aa,chambo,,4,DOZEN / BUNDLE,,smoked,,1200,yes,2,DOZEN / BUNDLE,,SUN-DRIED,,1000,4,DOZEN / BUNDLE,,smoked,,2800,yes,2,,,SUN-DRIED,,3000,
314378420017,517c7c83d45240b39542015b350195aa,utaka,,3,OTHER (SPECIFY),"""CHIGOBA """,SUN-DRIED,,3000,no,,,,,,,2,OTHER (SPECIFY),CHIGOBA,SUN-DRIED,,6000,no,,,,,,,
314388430049,1e8e6b36417d4b0b9fff118f9b059117,mlamba,,2000,DOZEN / BUNDLE,,smoked,.,2500,no,,,.,,.,,25000,SMALL BASKET,,smoked,.,1050,no,,,,,.,,
314388450011,f478fb201e6348658245b54bf778e6aa,utaka,,3,OTHER (SPECIFY),"""Chigoba """,SUN-DRIED,.,1500,no,,,,,.,,60,OTHER (SPECIFY),"""heaps """,SUN-DRIED,.,100,no,,,,,.,,
314388450011,f478fb201e6348658245b54bf778e6aa,usipa,,2,OTHER (SPECIFY),chigoba,SUN-DRIED,.,1500,no,,,,,.,,60,OTHER (SPECIFY),"""heaps """,SUN-DRIED,.,100,no,,,,,.,,
314428510040,78103eec633f4f3a90cc0cc4d429f1d3,utaka,,21,OTHER (SPECIFY),"""5 LITRE CHIGOBA """,SUN-DRIED,.,2700,no,,,.,,.,,21,OTHER (SPECIFY),"""5 LITRE CHIGOBA """,SUN-DRIED,.,4000,no,,,,,.,,
314428510040,78103eec633f4f3a90cc0cc4d429f1d3,usipa,,22,OTHER (SPECIFY),"""5 LITRE CHIGOBA """,SUN-DRIED,.,3000,no,,,.,,.,,22,OTHER (SPECIFY),"""5 LITRE CHIGOBA """,SUN-DRIED,.,4800,no,,,,,.,,
315488730348,9603ffcb28404705b92577e4b8e09bd4,matemba,,3,5 KG BAG,,SUN-DRIED,.,2500,no,,,,,.,,1,5 KG BAG,,SUN-DRIED,.,6100,no,,,,,.,,
