case_id,HHID,fs_f01,fs_f01_oth,fs_f02a,fs_f02b,fs_f02c,fs_f02d,fs_f02e,fs_f02f,fs_f02g,fs_f02h,fs_f02i,fs_f02j,fs_f02k,fs_f02l,fs_f02m,fs_f03a,fs_f03b,fs_f03c,fs_f03d,fs_f03e,fs_f03f,fs_f03g,fs_f03h,fs_f03i,fs_f03j,fs_f03k,fs_f03l,fs_f03m
103201680072,987b4bd27aa442968db466205a1e3536,NCHENI,,6,LARGE BASKET,,FRESH,,25000,NO,,,,,,,6,LARGE BASKET,,FRESH,,35000,NO,,,,,,
103201680072,987b4bd27aa442968db466205a1e3536,USIPA,,3,LARGE BASKET,,FRESH,,30000,NO,,,,,,,3,LARGE BASKET,,FRESH,,35000,NO,,,,,,
103201680086,4ff89dca92af45b684af7220cedd61ba,OTHER,NDUNDUMA,1,LARGE BASKET,,FRESH,,60000,NO,,,,,,,1,LARGE BASKET,,FRESH,,90000,NO,,,,,,
103201680086,4ff89dca92af45b684af7220cedd61ba,USIPA,,18,LARGE BASKET,,FRESH,,25000,NO,,,,,,,18,LARGE BASKET,,FRESH,,35000,NO,,,,,,
103201680136,1e7ca8bed2e7408ca2ecbbd9888a357a,USIPA,,5,SMALL BASKET,,FRESH,,2000,NO,,,,,,,5,SMALL BASKET,,FRESH,,2500,NO,,,,,,
104041780120,7b56ead5540c4dbfb7f69fc91cd251cc,AGGREGATED,,100,SMALL BASKET,,SUN-DRIED,,3000,YES,100,SMALL BASKET,,SUN-DRIED,,3000,100,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,
104041780137,c99c252d0f00467aa85701cf5642b95a,UTAKA,,0,,,,,,NO,,,,,,,28,LARGE BASKET,,FRESH,,6000,NO,,,,,,
104071820287,691e7b5b0d364ba88eb7fd5cc92dd08c,OTHER,MASKUHUNJU,3,LARGE BASKET,,SMOKED,,5000,NO,,,,,,,3,LARGE BASKET,,SMOKED,,7000,NO,,,,,,
104201890128,4c55c9d701b247ceb85adc68fb6f7955,CHAMBO,,12,LARGE BASKET,,FRESH,,15000,NO,,,,,,,3,LARGE BASKET,,FRESH,,24000,NO,,,,,,
104201890128,4c55c9d701b247ceb85adc68fb6f7955,NCHENI,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
105041980029,2e0b88f7cb60435a8d92895d33ac50c4,OTHER,KAZUNI,0,,,,,,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,1000,NO,,,,,,
105041980196,7e3a3fc584904162890889c67a24baf8,USIPA,,4,OTHER (SPECIFY),HEAP MEDIUM,SMOKED,,300,NO,,,,,,,1,LARGE BASKET,,SMOKED,,300,NO,,,,,,
105082070130,48a751d5b7814dc7963fe031235b7e1f,NCHENI,,1,25 KG BAG,,SUN-DRIED,,2000,NO,,,,,,,5,DOZEN / BUNDLE,,SUN-DRIED,,2000,NO,,,,,,
105082070130,48a751d5b7814dc7963fe031235b7e1f,UTAKA,,4,LARGE BASKET,,FRESH,,10000,NO,,,,,,,1,LARGE BASKET,,FRESH,,10000,YES,1,,,SMOKED,,10000
106012110001,197c13ae874b4907980b611acb5cdf03,NCHENI,,3,LARGE BASKET,,FRESH,,5000,NO,,,,,,,4,LARGE BASKET,,FRESH,,5000,NO,,,,,,
106012110001,197c13ae874b4907980b611acb5cdf03,UTAKA,,3,LARGE BASKET,,FRESH,,6000,NO,,,,,,,3,LARGE BASKET,,FRESH,,6000,NO,,,,,,
106012110004,d44fc041d3cf42928b460ca5e04ead07,UTAKA,,1,SMALL BASKET,,SMOKED,,3000,NO,,,,,,,10,SMALL BASKET,,SMOKED,,3000,NO,,,,,,
106012110035,555df629fecb46188e9ac0d9c6604c15,UTAKA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
106012110048,342472e366f946749694e1d4073060b9,USIPA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
106012110048,342472e366f946749694e1d4073060b9,UTAKA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
106012110053,543cc1d9ba2441ada5fcb314ba212923,UTAKA,,4,LARGE BASKET,,FRESH,,20000,NO,,,,,,,112,LARGE BASKET,,FRESH,,20000,NO,,,,,,
106012110070,db8d62f269ce4087b6888253bfe2c32b,NCHENI,,3,LARGE BASKET,,FRESH,,10000,NO,,,,,,,12,LARGE BASKET,,FRESH,,10000,NO,,,,,,
106012110077,c8a435b803704218b05c556b00cfddb4,USIPA,,3,SMALL BASKET,,SUN-DRIED,,10000,NO,,,,,,,48,SMALL BASKET,,SUN-DRIED,,3,NO,,,,,,
106012110077,c8a435b803704218b05c556b00cfddb4,UTAKA,,5,LARGE BASKET,,FRESH,,15000,NO,,,,,,,80,LARGE BASKET,,SUN-DRIED,,24500,NO,,,,,,
106012110078,f7c465a554084ab4a81239bb6dbb1e4d,OTHER,BATALA,0,,,,,,NO,,,,,,,15,PIECE,,FRESH,,300,NO,,,,,,
106012110078,f7c465a554084ab4a81239bb6dbb1e4d,USIPA,,0,,,,,,NO,,,,,,,20,LARGE BASKET,,FRESH,,20000,NO,,,,,,
106012110094,71d995caf65841f08abada272723506d,UTAKA,,0,,,,,,NO,,,,,,,10,10 KG BAG,,FRESH,,3000,NO,,,,,,
106012110109,d4f329c6aab0471a8b64d42108bbf047,UTAKA,,0,,,,,,NO,,,,,,,5,10 KG BAG,,FRESH,,3500,NO,,,,,,
106012110360,8b8846595c544806a0848e62b383f1a3,OTHER,JAMISON,0,,,,,,NO,,,,,,,10,SMALL BASKET,,SUN-DRIED,,20000,NO,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,NCHENI,,0,,,,,,NO,,,,,,,5,SMALL BASKET,,FRESH,,6500,NO,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,UTAKA,,0,,,,,,NO,,,,,,,4,LARGE BASKET,,FRESH,,25000,NO,,,,,,
106012110432,bd8f8975d684493d8129ce8b7c1f8d5d,UTAKA,,0,,,,,,NO,,,,,,,6,SMALL BASKET,,SUN-DRIED,,15000,NO,,,,,,
106012110432,bd8f8975d684493d8129ce8b7c1f8d5d,NCHENI,,0,,,,,,NO,,,,,,,2,LARGE BASKET,,SUN-DRIED,,25000,NO,,,,,,
106012120009,504b66d8aad24789be957a3d3ff3bd0c,USIPA,,4,5 KG BAG,,FRESH,,12000,NO,,,,,,,4,10 KG BAG,,SMOKED,,20000,NO,,,,,,
106012120030,05bf82dd81ff46bd8b6939b1198d3cc9,USIPA,,3,SMALL BASKET,,FRESH,,3000,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,2000,NO,,,,,,
106012120040,c6618cc94bad4c4f94f1bdea292492ad,UTAKA,,0,,,,,,NO,,,,,,,50,10 KG BAG,,FRESH,,50000,NO,,,,,,
106012120044,0be0747c8c6b45ab805f47e59f7e7dcf,UTAKA,,60,KILOGRAM,,FRESH,,30000,NO,,,,,,,60,KILOGRAM,,FRESH,,40000,NO,,,,,,
106012120081,0bf40235b9c144faaab974ee944a4bd0,AGGREGATED,,0,,,,,,NO,,,,,,,3,SMALL BASKET,,SUN-DRIED,,15000,NO,,,,,,
106012120081,0bf40235b9c144faaab974ee944a4bd0,MLAMBA,,0,,,,,,NO,,,,,,,2,SMALL BASKET,,SMOKED,,10000,NO,,,,,,
106012120084,be469e9fde1c474c9b49625ab62f3ccc,OTHER,KAPANGO,3,DOZEN / BUNDLE,,SMOKED,,15000,NO,,,,,,,3,DOZEN / BUNDLE,,SMOKED,,40000,NO,,,,,,
106012120104,6be3950e67f949b3ba53e41510beb3f8,UTAKA,,52,10 KG BAG,,SUN-DRIED,,780000,NO,,,,,,,52,5 KG BAG,,SUN-DRIED,,1560000,NO,,,,,,
106012120109,2917e87929b94298b46d4b00ff3d8368,USIPA,,20,SMALL BASKET,,SUN-DRIED,,2000,NO,,,,,,,20,SMALL BASKET,,SUN-DRIED,,3000,NO,,,,,,
106012120152,aa136f9bff0e4b0f97b0689ac633ee3c,UTAKA,,270000,SMALL BASKET,,FRESH,,540000,YES,6,SMALL BASKET,,FRESH,,540000,0,,,,,,NO,,,,,,
106012120165,a330bee74902463c83da3a42a11eeb61,UTAKA,,21,SMALL BASKET,,FRESH,,100000,YES,21,SMALL BASKET,,SUN-DRIED,,100000,21,SMALL BASKET,,SUN-DRIED,,21,NO,,,,,,
106012120165,a330bee74902463c83da3a42a11eeb61,USIPA,,150000,SMALL BASKET,,FRESH,,150000,YES,450000,SMALL BASKET,,SUN-DRIED,,450000,4500000,SMALL BASKET,,FRESH,,4500,YES,100,,,SUN-DRIED,,100
106012120237,24f8736697264da0987209d6be9228f2,NCHENI,,5,10 KG BAG,,FRESH,,35000,NO,,,,,,,4,25 KG BAG,,SUN-DRIED,,7000,NO,,,,,,
106012120242,9c7dca1046d247c6a16cc488615aa027,UTAKA,,128000,SMALL BASKET,,SUN-DRIED,,2700,NO,,,,,,,0,,,,,,NO,,,,,,
106012120242,9c7dca1046d247c6a16cc488615aa027,USIPA,,102000,SMALL BASKET,,FRESH,,6000,NO,,,,,,,70000,SMALL BASKET,,FRESH,,3000,NO,,,,,,
107392250104,9aae346102d540c28a8ba2beca80553b,USIPA,,2,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,,4,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,
107402300081,fc9c183b2b754a91b1984e5de92dbc44,USIPA,,3,SMALL BASKET,,SUN-DRIED,,3000,NO,,,,,,,3,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,
201012370054,3498e3e819d442fb918936d1ceeedbf1,USIPA,,1,10 KG BAG,,SUN-DRIED,,4000,NO,,,,,,,1,10 KG BAG,,SUN-DRIED,,7000,NO,,,,,,
201012370067,f55ac8afe5ca4cc48b52bb7a62e639a3,NCHENI,,1,LARGE BASKET,,SMOKED,,40000,NO,,,,,,,1,LARGE BASKET,,SMOKED,,100000,NO,,,,,,
201042400156,46a5daaf62c248da97fcc10129e832b6,USIPA,,5,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3000,NO,,,,,,,19000,OTHER (SPECIFY),BUCKET,SUN-DRIED,,3800,NO,,,,,,
201042400340,2939e73be2d142bc9c40bb14c40ec65f,USIPA,,3,SMALL BASKET,,SUN-DRIED,,3000,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,10000,NO,,,,,,
201062420249,c129d18d85e045fca1289a32706eba8e,UTAKA,,2,5 KG BAG,,SUN-DRIED,,3500,NO,,,,,,,2,5 KG BAG,,SUN-DRIED,,6000,NO,,,,,,
201062420249,c129d18d85e045fca1289a32706eba8e,USIPA,,2,5 KG BAG,,SUN-DRIED,,3000,NO,,,,,,,2,5 KG BAG,,SUN-DRIED,,12000,NO,,,,,,
201062420307,905312d7c13647c1be0f0f6e151bb0f7,USIPA,,1,5 KG BAG,,SUN-DRIED,,3000,NO,,,,,,,1,5 KG BAG,,SUN-DRIED,,6000,NO,,,,,,
201132480069,9537c2af38204504b3ab3ba33d3a1873,OTHER,MAKELELE,120,KILOGRAM,,FRESH,,20000,NO,,,,,,,120,KILOGRAM,,FRESH,,40000,NO,,,,,,
201202510452,33562022c89342cdb15d85e78156605f,NCHENI,,40,LARGE BASKET,,FRESH,,90000,NO,,,,,,,270000,LARGE BASKET,,FRESH,,0,NO,,,,,,
201202510452,33562022c89342cdb15d85e78156605f,CHAMBO,,5,LARGE BASKET,,FRESH,,250000,NO,,,,,,,500000,LARGE BASKET,,FRESH,,150000,NO,,,,,,
201232570069,caa7c5e39df04ccea53bcfdc1c46e556,UTAKA,,1,5 KG BAG,,SUN-DRIED,,5000,NO,,,,,,,1,5 KG BAG,,SUN-DRIED,,5700,NO,,,,,,
201232570069,caa7c5e39df04ccea53bcfdc1c46e556,USIPA,,2,5 KG BAG,,SUN-DRIED,,2800,NO,,,,,,,2,5 KG BAG,,SUN-DRIED,,3000,NO,,,,,,
202012610034,1a66dc2cc2f443e9bf44d36163d02efe,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202012610047,829cfd6017e042bfbd03078497083042,MLAMBA,,0,,,,,,NO,,,,,,,45000,PIECE,,FRESH,,15000,NO,,,,,,
202012610085,af553d7e86654519b98e08efbe6c72ed,NCHENI,,3,SMALL BASKET,,SMOKED,,10000,NO,,,,,,,3,SMALL BASKET,,SMOKED,,13000,NO,,,,,,
202012610111,a82df73a7ae247ab951a3bcb06d153db,USIPA,,1,OTHER (SPECIFY),50 KG BAG,SUN-DRIED,,150000,NO,,,,,,,10,OTHER (SPECIFY),50KG BAG,SUN-DRIED,,200000,NO,,,,,,
202012610288,26adc41013a94298b69eb3598e8dad22,USIPA,,5,OTHER (SPECIFY),90 KG BAGS,SUN-DRIED,,200000,NO,,,,,,,5,OTHER (SPECIFY),90 KGS BAG,SUN-DRIED,,100000,NO,,,,,,
202012610405,9d70f67249c746d7b8ea515f7c63645b,USIPA,,3,SMALL BASKET,,FRESH,,18000,NO,,,,,,,13,DOZEN / BUNDLE,,SUN-DRIED,,300,NO,,,,,,
202012610405,9d70f67249c746d7b8ea515f7c63645b,NCHENI,,5,LARGE BASKET,,FRESH,,25000,NO,,,,,,,25,DOZEN / BUNDLE,,SUN-DRIED,,350,NO,,,,,,
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,UTAKA,,3,SMALL BASKET,,FRESH,,8000,NO,,,,,,,15,DOZEN / BUNDLE,,FRESH,,500,NO,,,,,,
202012630048,cfaf93d4cc23462bbbaeafca87f9d7b9,CHAMBO,,8,DOZEN / BUNDLE,,FRESH,,80000,NO,,,,,,,8,DOZEN / BUNDLE,,FRESH,,136000,NO,,,,,,
202012630183,dd9fd89a14db4172b564ba88586476e0,USIPA,,5,SMALL BASKET,,SUN-DRIED,,2500,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,3000,NO,,,,,,
202012640015,eabe542e016e4f9092ac9982b486ce99,UTAKA,,2,SMALL BASKET,,FRESH,,4500,NO,,,,,,,1,SMALL BASKET,,FRESH,,7000,NO,,,,,,
202012640015,eabe542e016e4f9092ac9982b486ce99,USIPA,,3,OTHER (SPECIFY),5L BUCKET,SUN-DRIED,,3500,NO,,,,,,,1,OTHER (SPECIFY),5LTR CHIGOBA,SUN-DRIED,,5500,NO,,,,,,
202012640209,338025b7ebba4cde9ee471f5a3750a6f,UTAKA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202012640248,2e467500122f43dbb03b768163ece17b,UTAKA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202012640252,1961dbf9c3a947129d725cac98bf73b1,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202012640296,6449d264804649feb5879bc9104b10c3,UTAKA,,1,OTHER (SPECIFY),PAIL LARGE,FRESH,,5000,NO,,,,,,,6000,DOZEN / BUNDLE,,FRESH,,6000,NO,,,,,,
202012650096,c674acba1a3146e5931d27264639035c,UTAKA,,60,KILOGRAM,,FRESH,,12000,NO,,,,,,,60,KILOGRAM,,FRESH,,36000,NO,,,,,,
202022680278,11288a6789824f339732eb04da0eb8e7,MLAMBA,,3,LARGE BASKET,,SMOKED,,10000,NO,,,,,,,3,LARGE BASKET,,SMOKED,,20000,NO,,,,,,
202032690164,0cefcd136f374aaf9ae3823df18e3f25,OTHER,NSANJIKA,150,PIECE,,FRESH,,200,NO,,,,,,,8500,PIECE,,FRESH,,0,NO,,,,,,
202032690233,aea3dd3b707145e2aab3a7588bd1fdd6,MLAMBA,,15,5 KG BAG,,FRESH,,5000,NO,,,,,,,8000,5 KG BAG,,OTHER (SPECIFY),FLIED,6000,NO,,,,,,
202032690313,2f56bc91ee38466598a2327d0e8f3008,OTHER,NKHUTUTU,0,,,,,,NO,,,,,,,2,PIECE,,FRESH,,150,NO,,,,,,
202032690313,2f56bc91ee38466598a2327d0e8f3008,MLAMBA,,0,,,,,,NO,,,,,,,7,PIECE,,FRESH,,100,NO,,,,,,
202032690349,7d782d8a2d9840f5aa81f257e9b66344,OTHER,MBABA,20,DOZEN / BUNDLE,,FRESH,,3000,NO,,,,,,,20,DOZEN / BUNDLE,,FRESH,,5000,NO,,,,,,
202042700038,ad2716ee75784ef79a82fbeaa12d796c,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202042700041,4e0ae39c3acd40b08221882ec4771e8d,CHAMBO,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202042700041,4e0ae39c3acd40b08221882ec4771e8d,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202042700118,eb7f8207ec0341fba18c0e5adef3c9c8,MLAMBA,,0,,,,,,NO,,,,,,,23,DOZEN / BUNDLE,,FRESH,,3000,NO,,,,,,
202042710177,c6735b6c1436494b9a2502bcf7ac4fd5,MLAMBA,,0,,,,,,NO,,,,,,,10,PIECE,,FRESH,,20000,NO,,,,,,
202052730008,2c5791e971bd45a2ab323acc8524ba15,MATEMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202062740207,87a36ce46afe4a69b05029997f9863a7,CHAMBO,,.a,,,,,,.a,,,,,,,.a,,,,,,.a,,,,,,
202062740207,87a36ce46afe4a69b05029997f9863a7,MATEMBA,,.a,,,,,,.a,,,,,,,.a,,,,,,.a,,,,,,
202062740428,05663c5cc5c44c769182e787c00935a0,MATEMBA,,200,KILOGRAM,,SMOKED,,75000,NO,,,,,,,100,KILOGRAM,,SMOKED,,75000,NO,,,,,,
202062740428,05663c5cc5c44c769182e787c00935a0,MLAMBA,,2,LARGE BASKET,,SMOKED,,25000,NO,,,,,,,40,KILOGRAM,,SMOKED,,50000,NO,,,,,,
202062750140,a198f2580cf54e13bbfa68311ced3656,USIPA,,5,SMALL BASKET,,FRESH,,10000,YES,5,SMALL BASKET,,SUN-DRIED,,10000,13800,DOZEN / BUNDLE,,FRESH,,150,YES,1,,,SUN-DRIED,,150
202062760073,8dd4a2c502924f25b03154276d68d9cb,NCHENI,,70,PIECE,,FRESH,,70,NO,,,,,,,70,PIECE,,FRESH,,200,NO,,,,,,
202062760073,8dd4a2c502924f25b03154276d68d9cb,USIPA,,1,5 KG BAG,,FRESH,,3500,NO,,,,,,,1,5 KG BAG,,FRESH,,4500,NO,,,,,,
202062760142,cb5167d6923d47a79b3849d92a8f2271,UTAKA,,1,SMALL BASKET,,FRESH,,11000,NO,,,,,,,1,SMALL BASKET,,SUN-DRIED,,18000,NO,,,,,,
202062760142,cb5167d6923d47a79b3849d92a8f2271,USIPA,,2,SMALL BASKET,,FRESH,,10000,NO,,,,,,,1,SMALL BASKET,,FRESH,,12000,NO,,,,,,
202062770118,ec1dae3c2e444e05bf87d07242528189,MATEMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
202062770237,032f41b50b6b476195a1c9cd53807e82,MLAMBA,,0,,,,,,NO,,,,,,,500,PIECE,,FRESH,,500,NO,,,,,,
202062770237,032f41b50b6b476195a1c9cd53807e82,OTHER,KHUTUTU,0,,,,,,NO,,,,,,,50,PIECE,,FRESH,,50,NO,,,,,,
202062770286,dcb807759a7f4f09bdd082ddddc9bc24,NCHENI,,4,10 KG BAG,,FRESH,,8000,NO,,,,,,,5,10 KG BAG,,SUN-DRIED,,14000,NO,,,,,,
202062790306,6ab88b8c4aa44dd5b9738190d085d919,USIPA,,6000,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,,8000,SMALL BASKET,,SUN-DRIED,,8000,NO,,,,,,
203022860074,ed522656705840c19c8ef5494a82406a,UTAKA,,1,LARGE BASKET,,FRESH,,20000,NO,,,,,,,25000,LARGE BASKET,,FRESH,,1,NO,,,,,,
203042940004,d59071446e4d43169d8fcab95585a1b7,USIPA,,4,5 KG BAG,,FRESH,,1200,NO,,,,,,,4,5 KG BAG,,FRESH,,10000,NO,,,,,,
203042940018,cc4df7980e71436bbbeba2f7dbf32434,USIPA,,6,KILOGRAM,,SUN-DRIED,,1900,NO,,,,,,,6,KILOGRAM,,SUN-DRIED,,4000,NO,,,,,,
203042940096,2a23479dc7174d60a535428c098fb19b,USIPA,,6,SMALL BASKET,,SUN-DRIED,,1500,NO,,,,,,,15000,SMALL BASKET,,SUN-DRIED,,2500,NO,,,,,,
203063000058,49bc806a98134d20b716d6e39a4fdf97,NCHENI,,1,LARGE BASKET,,SMOKED,,40000,NO,,,,,,,5,OTHER (SPECIFY),HEAP,SMOKED,,250,NO,,,,,,
203073010043,15a741ae6324401288ab1c09f6e94197,MATEMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
203073010095,28edae89a19944829e6156a16565d79b,USIPA,,50000,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,60000,SMALL BASKET,,SUN-DRIED,,6000,NO,,,,,,
204013060229,c1dd7f37d3d1487f9fffe745272d8ae3,USIPA,,2,SMALL BASKET,,SUN-DRIED,,250,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,250,NO,,,,,,
204023070117,4f319e8063934b4a9054ec39f51fbcbc,USIPA,,15,KILOGRAM,,SUN-DRIED,,1600,NO,,,,,,,20,KILOGRAM,,SUN-DRIED,,2800,NO,,,,,,
204023070135,a62ed6d6a7404335b8fd4144ea563f7f,USIPA,,8,5 KG BAG,,SUN-DRIED,,18000,NO,,,,,,,8000,5 KG BAG,,SUN-DRIED,,18000,NO,,,,,,
204023070153,3ea4ce31d527493ba684dd02cc71cc7c,MLAMBA,,0,,,,,,NO,,,,,,,0,,,,,,NO,,,,,,
204043140113,f37e017d40b04262b9f04baf2707f967,UTAKA,,68,DOZEN / BUNDLE,,SUN-DRIED,,600,NO,,,,,,,68,DOZEN / BUNDLE,,SUN-DRIED,,800,NO,,,,,,
204043140113,f37e017d40b04262b9f04baf2707f967,USIPA,,1,SMALL BASKET,,SUN-DRIED,,5000,NO,,,,,,,3,5 KG BAG,,SUN-DRIED,,7500,NO,,,,,,
204053190194,c4fc7fa7788145f7a3fd0976143cd1fb,UTAKA,,2,SMALL BASKET,,SUN-DRIED,,3500,NO,,,,,,,2,SMALL BASKET,,SUN-DRIED,,8000,NO,,,,,,
205013260076,1e316d1748cd43f4a233a47227605b48,NCHENI,,50,DOZEN / BUNDLE,,FRESH,,3000,NO,,,,,,,50,DOZEN / BUNDLE,,FRESH,,5000,NO,,,,,,
205013280943,baf974ca5ded4c0cbf31b8a14950bf31,CHAMBO,,40,DOZEN / BUNDLE,,FRESH,,7000,NO,,,,,,,40,DOZEN / BUNDLE,,FRESH,,8000,NO,,,,,,
