region,crop_code,unit_name,unit_code,condition,conversion,collectionround
North,FINGER MILLET(MAWERE),50 KG BAG,2,Not Applicable,52.333332,Collected in Only 2016
Central,FINGER MILLET(MAWERE),50 KG BAG,2,Not Applicable,52.333332,Collected in Only 2016
South,FINGER MILLET(MAWERE),50 KG BAG,2,Not Applicable,52.333332,Collected in Only 2016
Central,FINGER MILLET(MAWERE),90 KG BAG,3,Not Applicable,94.199997,Collected in Only 2016
North,FINGER MILLET(MAWERE),PAIL (SMALL),4,S: Shelled,4.2189999,Collected in Only 2019
Central,FINGER MILLET(MAWERE),PAIL (SMALL),4,S: Shelled,5.0900002,Collected in Only 2019
South,FINGER MILLET(MAWERE),PAIL (SMALL),4,S: Shelled,5.1220002,Collected in Only 2019
Central,FINGER MILLET(MAWERE),PAIL (SMALL),4,U: Unshelled,4.3049998,Collected in Only 2019
South,FINGER MILLET(MAWERE),PAIL (SMALL),4,U: Unshelled,5.6599998,Collected in Only 2019
North,FINGER MILLET(MAWERE),PAIL (SMALL),4,Not Applicable,4.2533331,Collected in Only 2016
Central,FINGER MILLET(MAWERE),PAIL (SMALL),4,Not Applicable,4.6950002,Collected in Only 2016
South,FINGER MILLET(MAWERE),PAIL (SMALL),4,Not Applicable,4.4741669,Collected in Only 2016
North,FINGER MILLET(MAWERE),PAIL (LARGE),5,S: Shelled,17,Collected in Only 2019
Central,FINGER MILLET(MAWERE),PAIL (LARGE),5,S: Shelled,16.1875,Collected in Only 2019
South,FINGER MILLET(MAWERE),PAIL (LARGE),5,S: Shelled,17.880001,Collected in Only 2019
Central,FINGER MILLET(MAWERE),PAIL (LARGE),5,U: Unshelled,16.745001,Collected in Only 2019
North,FINGER MILLET(MAWERE),PAIL (LARGE),5,Not Applicable,17.208332,Collected in Only 2016
Central,FINGER MILLET(MAWERE),PAIL (LARGE),5,Not Applicable,18,Collected in Only 2016
South,FINGER MILLET(MAWERE),PAIL (LARGE),5,Not Applicable,17.604166,Collected in Only 2016
North,SORGHUM,PAIL (MEDIUM),14,S: Shelled,8.2060003,Collected in Only 2019
Central,SORGHUM,PAIL (MEDIUM),14,S: Shelled,7.7474999,Collected in Only 2019
South,SORGHUM,PAIL (MEDIUM),14,S: Shelled,9.4530001,Collected in Only 2019
North,SORGHUM,50 KG BAG,2,S: Shelled,44.25,Collected in Only 2019
Central,SORGHUM,50 KG BAG,2,S: Shelled,50,Collected in Only 2019
South,SORGHUM,50 KG BAG,2,S: Shelled,54,Collected in Only 2019
Central,SORGHUM,50 KG BAG,2,Not Applicable,52,Collected in Only 2016
South,SORGHUM,50 KG BAG,2,Not Applicable,52,Collected in Only 2016
South,SORGHUM,90 KG BAG,3,Not Applicable,93.599998,Collected in Only 2016
North,SORGHUM,PAIL (SMALL),4,S: Shelled,4.2360001,Collected in Only 2019
Central,SORGHUM,PAIL (SMALL),4,S: Shelled,5.1550002,Collected in Only 2019
South,SORGHUM,PAIL (SMALL),4,S: Shelled,5.4640002,Collected in Only 2019
South,SORGHUM,PAIL (SMALL),4,Not Applicable,4.5492859,Collected in Only 2016
North,SORGHUM,PAIL (LARGE),5,S: Shelled,16.879999,Collected in Only 2019
Central,SORGHUM,PAIL (LARGE),5,S: Shelled,16.200001,Collected in Only 2019
South,SORGHUM,PAIL (LARGE),5,S: Shelled,18,Collected in Only 2019
South,SORGHUM,PAIL (LARGE),5,Not Applicable,17.583334,Collected in Only 2016
South,PEARL MILLET(MCHEWERE),50 KG BAG,2,S: Shelled,51,Collected in Only 2019
Central,PEARL MILLET(MCHEWERE),50 KG BAG,2,Not Applicable,59.200001,Collected in Only 2016
South,PEARL MILLET(MCHEWERE),50 KG BAG,2,Not Applicable,59.200001,Collected in Only 2016
South,PEARL MILLET(MCHEWERE),90 KG BAG,3,Not Applicable,106.56,Collected in Only 2016
South,PEARL MILLET(MCHEWERE),PAIL (LARGE),5,S: Shelled,17.573999,Collected in Only 2019
North,BEANS,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
Central,BEANS,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
South,BEANS,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
North,BEANS,PAIL (MEDIUM),14,S: Shelled,10.3,Collected in Only 2019
Central,BEANS,PAIL (MEDIUM),14,S: Shelled,7.9650002,Collected in Only 2019
South,BEANS,PAIL (MEDIUM),14,S: Shelled,9.0299997,Collected in Only 2019
North,BEANS,50 KG BAG,2,S: Shelled,53,Collected In Both 2016 and 2019
Central,BEANS,50 KG BAG,2,S: Shelled,56.333336,Collected In Both 2016 and 2019
South,BEANS,50 KG BAG,2,S: Shelled,55.785713,Collected In Both 2016 and 2019
North,BEANS,50 KG BAG,2,U: Unshelled,20.139999,Collected in Only 2016
Central,BEANS,50 KG BAG,2,U: Unshelled,21.406668,Collected in Only 2016
South,BEANS,50 KG BAG,2,U: Unshelled,21.19857,Collected in Only 2016
North,BEANS,PAIL (SMALL),4,S: Shelled,4.4000001,Collected In Both 2016 and 2019
Central,BEANS,PAIL (SMALL),4,S: Shelled,5.2600002,Collected In Both 2016 and 2019
South,BEANS,PAIL (SMALL),4,S: Shelled,5.2580004,Collected In Both 2016 and 2019
Central,BEANS,PAIL (SMALL),4,U: Unshelled,1.6565624,Collected in Only 2016
North,BEANS,PAIL (LARGE),5,S: Shelled,18.6,Collected In Both 2016 and 2019
Central,BEANS,PAIL (LARGE),5,S: Shelled,16.75,Collected In Both 2016 and 2019
South,BEANS,PAIL (LARGE),5,S: Shelled,18,Collected In Both 2016 and 2019
North,BEANS,PAIL (LARGE),5,U: Unshelled,6.8780003,Collected in Only 2016
Central,BEANS,PAIL (LARGE),5,U: Unshelled,6.4029999,Collected in Only 2016
North,SOYABEAN,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
Central,SOYABEAN,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
South,SOYABEAN,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
North,SOYABEAN,PAIL (MEDIUM),14,S: Shelled,9.6199999,Collected in Only 2019
Central,SOYABEAN,PAIL (MEDIUM),14,S: Shelled,7.605,Collected in Only 2019
South,SOYABEAN,PAIL (MEDIUM),14,S: Shelled,8.6300001,Collected in Only 2019
North,SOYABEAN,50 KG BAG,2,S: Shelled,51.599998,Collected In Both 2016 and 2019
Central,SOYABEAN,50 KG BAG,2,S: Shelled,50,Collected In Both 2016 and 2019
South,SOYABEAN,50 KG BAG,2,S: Shelled,53.5,Collected In Both 2016 and 2019
North,SOYABEAN,50 KG BAG,2,U: Unshelled,22.514999,Collected in Only 2016
Central,SOYABEAN,50 KG BAG,2,U: Unshelled,22.514999,Collected in Only 2016
South,SOYABEAN,50 KG BAG,2,U: Unshelled,22.514999,Collected in Only 2016
Central,SOYABEAN,90 KG BAG,3,S: Shelled,106.65,Collected in Only 2016
North,SOYABEAN,PAIL (SMALL),4,S: Shelled,4.336,Collected In Both 2016 and 2019
Central,SOYABEAN,PAIL (SMALL),4,S: Shelled,5.0337496,Collected In Both 2016 and 2019
South,SOYABEAN,PAIL (SMALL),4,S: Shelled,5.059,Collected in Only 2019
Central,SOYABEAN,PAIL (SMALL),4,U: Unshelled,1.6297251,Collected in Only 2016
North,SOYABEAN,PAIL (LARGE),5,S: Shelled,18.25,Collected In Both 2016 and 2019
Central,SOYABEAN,PAIL (LARGE),5,S: Shelled,16.1,Collected In Both 2016 and 2019
South,SOYABEAN,PAIL (LARGE),5,S: Shelled,17,Collected In Both 2016 and 2019
Central,SOYABEAN,PAIL (LARGE),5,U: Unshelled,6.5074997,Collected in Only 2016
North,PIGEONPEA(NANDOLO),KILOGRAM,1,S: Shelled,1,Collected in Only 2019
Central,PIGEONPEA(NANDOLO),KILOGRAM,1,S: Shelled,1,Collected in Only 2019
South,PIGEONPEA(NANDOLO),KILOGRAM,1,S: Shelled,1,Collected in Only 2019
North,PIGEONPEA(NANDOLO),PAIL (MEDIUM),14,S: Shelled,10.38,Collected in Only 2019
Central,PIGEONPEA(NANDOLO),PAIL (MEDIUM),14,S: Shelled,8.0649996,Collected in Only 2019
South,PIGEONPEA(NANDOLO),PAIL (MEDIUM),14,S: Shelled,9.3590002,Collected in Only 2019
North,PIGEONPEA(NANDOLO),50 KG BAG,2,S: Shelled,51,Collected In Both 2016 and 2019
Central,PIGEONPEA(NANDOLO),50 KG BAG,2,S: Shelled,51.75,Collected In Both 2016 and 2019
South,PIGEONPEA(NANDOLO),50 KG BAG,2,S: Shelled,54.5,Collected In Both 2016 and 2019
Central,PIGEONPEA(NANDOLO),50 KG BAG,2,U: Unshelled,38.43,Collected in Only 2016
South,PIGEONPEA(NANDOLO),50 KG BAG,2,U: Unshelled,38.086876,Collected in Only 2016
South,PIGEONPEA(NANDOLO),90 KG BAG,3,S: Shelled,112.3875,Collected in Only 2016
North,PIGEONPEA(NANDOLO),PAIL (SMALL),4,S: Shelled,4.3660002,Collected in Only 2019
Central,PIGEONPEA(NANDOLO),PAIL (SMALL),4,S: Shelled,5.2224998,Collected in Only 2019
South,PIGEONPEA(NANDOLO),PAIL (SMALL),4,S: Shelled,5.4060001,Collected In Both 2016 and 2019
Central,PIGEONPEA(NANDOLO),PAIL (SMALL),4,U: Unshelled,2.6657,Collected in Only 2016
South,PIGEONPEA(NANDOLO),PAIL (SMALL),4,U: Unshelled,2.7482758,Collected in Only 2016
North,PIGEONPEA(NANDOLO),PAIL (LARGE),5,S: Shelled,18.1,Collected In Both 2016 and 2019
Central,PIGEONPEA(NANDOLO),PAIL (LARGE),5,S: Shelled,17.084999,Collected In Both 2016 and 2019
South,PIGEONPEA(NANDOLO),PAIL (LARGE),5,S: Shelled,18,Collected In Both 2016 and 2019
South,PIGEONPEA(NANDOLO),PAIL (LARGE),5,U: Unshelled,11.025186,Collected in Only 2016
Central,COTTON,BALE,10,Not Applicable,80,Collected in Only 2016
South,COTTON,BALE,10,Not Applicable,91,Collected In Both 2016 and 2019
Central,COTTON,50 KG BAG,2,Not Applicable,29,Collected in Only 2016
South,COTTON,50 KG BAG,2,Not Applicable,18.025,Collected In Both 2016 and 2019
North,COTTON,90 KG BAG,3,Not Applicable,52.200001,Collected in Only 2016
South,COTTON,90 KG BAG,3,Not Applicable,52.200001,Collected in Only 2016
North,SUNFLOWER,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
Central,SUNFLOWER,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
South,SUNFLOWER,KILOGRAM,1,S: Shelled,1,Collected in Only 2019
North,SUNFLOWER,PAIL (MEDIUM),14,S: Shelled,5.473,Collected in Only 2019
Central,SUNFLOWER,PAIL (MEDIUM),14,S: Shelled,4.3874998,Collected in Only 2019
South,SUNFLOWER,PAIL (MEDIUM),14,S: Shelled,5.0939999,Collected in Only 2019
North,SUNFLOWER,50 KG BAG,2,S: Shelled,28,Collected in Only 2019
Central,SUNFLOWER,50 KG BAG,2,S: Shelled,33.662498,Collected in Only 2019
South,SUNFLOWER,50 KG BAG,2,S: Shelled,36,Collected in Only 2019
North,SUNFLOWER,PAIL (SMALL),4,S: Shelled,2.947,Collected in Only 2019
Central,SUNFLOWER,PAIL (SMALL),4,S: Shelled,3.2862501,Collected in Only 2019
South,SUNFLOWER,PAIL (SMALL),4,S: Shelled,2.9100001,Collected in Only 2019
North,SUNFLOWER,PAIL (LARGE),5,S: Shelled,11.128,Collected in Only 2019
Central,SUNFLOWER,PAIL (LARGE),5,S: Shelled,9.8675003,Collected in Only 2019
South,SUNFLOWER,PAIL (LARGE),5,S: Shelled,9.3859997,Collected in Only 2019
Central,SUGAR CANE,OX-CART,12,Not Applicable,610,Collected In Both 2016 and 2019
South,SUGAR CANE,OX-CART,12,Not Applicable,631.40002,Collected in Only 2016
North,SUGAR CANE,BUNDLE  SMALL,31A,Not Applicable,8.5634995,Collected in Only 2019
Central,SUGAR CANE,BUNDLE  SMALL,31A,Not Applicable,6.8499999,Collected in Only 2019
South,SUGAR CANE,BUNDLE  SMALL,31A,Not Applicable,9,Collected in Only 2019
North,SUGAR CANE,BUNDLE  MEDIUM,31B,Not Applicable,14,Collected in Only 2019
Central,SUGAR CANE,BUNDLE  MEDIUM,31B,Not Applicable,12,Collected in Only 2019
South,SUGAR CANE,BUNDLE  MEDIUM,31B,Not Applicable,14,Collected in Only 2019
North,SUGAR CANE,BUNDLE  LARGE,31C,Not Applicable,21,Collected in Only 2019
Central,SUGAR CANE,BUNDLE  LARGE,31C,Not Applicable,15.811251,Collected in Only 2019
South,SUGAR CANE,BUNDLE  LARGE,31C,Not Applicable,19.25,Collected in Only 2019
North,SUGAR CANE,PIECE,9,Not Applicable,1.6059999,Collected in Only 2019
Central,SUGAR CANE,PIECE,9,Not Applicable,1.7225001,Collected In Both 2016 and 2019
South,SUGAR CANE,PIECE,9,Not Applicable,1.699,Collected In Both 2016 and 2019
South,CABBAGE,BASKET (DENGU),11,Not Applicable,13.25,Collected in Only 2016
North,CABBAGE,50 KG BAG,2,Not Applicable,47.956001,Collected in Only 2019
Central,CABBAGE,50 KG BAG,2,Not Applicable,35,Collected in Only 2019
South,CABBAGE,50 KG BAG,2,Not Applicable,38,Collected in Only 2019
North,CABBAGE,PIECE,9,Not Applicable,1.798,Collected in Only 2019
Central,CABBAGE,PIECE,9,Not Applicable,1.65,Collected in Only 2019
South,CABBAGE,PIECE,9,Not Applicable,1.6470001,Collected in Only 2019
South,TANAPOSI,BASKET (DENGU),11,Not Applicable,16.145,Collected in Only 2016
North,NKHWANI,BASKET (DENGU),11,Not Applicable,9.810833,Collected in Only 2016
Central,NKHWANI,BASKET (DENGU),11,Not Applicable,11.231667,Collected in Only 2016
South,NKHWANI,BASKET (DENGU),11,Not Applicable,8.3900003,Collected in Only 2016
North,NKHWANI,PAIL (MEDIUM),14,Not Applicable,3.2420001,Collected in Only 2019
Central,NKHWANI,PAIL (MEDIUM),14,Not Applicable,1.8199999,Collected in Only 2019
South,NKHWANI,PAIL (MEDIUM),14,Not Applicable,1.72,Collected in Only 2019
North,NKHWANI,50 KG BAG,2,Not Applicable,23.700001,Collected In Both 2016 and 2019
Central,NKHWANI,50 KG BAG,2,Not Applicable,13,Collected in Only 2016
South,NKHWANI,50 KG BAG,2,Not Applicable,13.5,Collected In Both 2016 and 2019
South,NKHWANI,90 KG BAG,3,Not Applicable,21.338999,Collected in Only 2016
North,NKHWANI,PAIL (SMALL),4,Not Applicable,.98400003,Collected In Both 2016 and 2019
Central,NKHWANI,PAIL (SMALL),4,Not Applicable,1.2,Collected In Both 2016 and 2019
South,NKHWANI,PAIL (SMALL),4,Not Applicable,.97600001,Collected In Both 2016 and 2019
North,NKHWANI,PAIL (LARGE),5,Not Applicable,7.4460001,Collected In Both 2016 and 2019
Central,NKHWANI,PAIL (LARGE),5,Not Applicable,3.7550001,Collected In Both 2016 and 2019
South,NKHWANI,PAIL (LARGE),5,Not Applicable,3.0929999,Collected In Both 2016 and 2019
North,NKHWANI,BUNCH,8,Not Applicable,.11833333,Collected in Only 2016
Central,NKHWANI,BUNCH,8,Not Applicable,.31600001,Collected in Only 2016
South,NKHWANI,BUNCH,8,Not Applicable,.17937499,Collected in Only 2016
North,NKHWANI,PIECE,9,Not Applicable,.043500002,Collected in Only 2016
Central,NKHWANI,PIECE,9,Not Applicable,.039999999,Collected in Only 2016
South,NKHWANI,PIECE,9,Not Applicable,.16020833,Collected in Only 2016
North,NKHWANI,HEAP,98,Not Applicable,.149,Collected in Only 2019
Central,NKHWANI,HEAP,98,Not Applicable,.19499999,Collected in Only 2019
South,NKHWANI,HEAP,98,Not Applicable,.1655,Collected in Only 2019
Central,THERERE/OKRA,BASKET (DENGU),11,Not Applicable,6.8800001,Collected in Only 2016
South,THERERE/OKRA,BASKET (DENGU),11,Not Applicable,6.3599997,Collected in Only 2016
North,THERERE/OKRA,PAIL (MEDIUM),14,Not Applicable,6.1240001,Collected in Only 2019
Central,THERERE/OKRA,PAIL (MEDIUM),14,Not Applicable,3.7925,Collected in Only 2019
South,THERERE/OKRA,PAIL (MEDIUM),14,Not Applicable,4.1040001,Collected in Only 2019
North,THERERE/OKRA,50 KG BAG,2,Not Applicable,29.549999,Collected in Only 2019
Central,THERERE/OKRA,50 KG BAG,2,Not Applicable,39.700001,Collected in Only 2016
South,THERERE/OKRA,50 KG BAG,2,Not Applicable,39.5,Collected In Both 2016 and 2019
North,THERERE/OKRA,PAIL (SMALL),4,Not Applicable,2.642,Collected in Only 2019
Central,THERERE/OKRA,PAIL (SMALL),4,Not Applicable,2.73,Collected in Only 2019
South,THERERE/OKRA,PAIL (SMALL),4,Not Applicable,2.4000001,Collected in Only 2019
North,THERERE/OKRA,PAIL (LARGE),5,Not Applicable,10.33,Collected in Only 2019
Central,THERERE/OKRA,PAIL (LARGE),5,Not Applicable,9.7799997,Collected in Only 2019
South,THERERE/OKRA,PAIL (LARGE),5,Not Applicable,8.2999992,Collected in Only 2019
North,TOMATO,BASKET (DENGU),11,Not Applicable,11.443333,Collected in Only 2016
Central,TOMATO,BASKET (DENGU),11,Not Applicable,7.8309999,Collected in Only 2016
South,TOMATO,BASKET (DENGU),11,Not Applicable,10.552,Collected in Only 2016
North,TOMATO,PAIL (MEDIUM),14,Not Applicable,8.6639996,Collected in Only 2019
Central,TOMATO,PAIL (MEDIUM),14,Not Applicable,7.1525002,Collected in Only 2019
South,TOMATO,PAIL (MEDIUM),14,Not Applicable,7.5799999,Collected in Only 2019
North,TOMATO,PAIL (SMALL),4,Not Applicable,4.3299999,Collected in Only 2019
Central,TOMATO,PAIL (SMALL),4,Not Applicable,4.6809998,Collected in Only 2019
South,TOMATO,PAIL (SMALL),4,Not Applicable,4.5255003,Collected in Only 2019
North,TOMATO,PAIL (LARGE),5,Not Applicable,17.4,Collected In Both 2016 and 2019
Central,TOMATO,PAIL (LARGE),5,Not Applicable,14.755,Collected In Both 2016 and 2019
South,TOMATO,PAIL (LARGE),5,Not Applicable,15,Collected In Both 2016 and 2019
North,ONION,PAIL (MEDIUM),14,Not Applicable,7.9980001,Collected in Only 2019
Central,ONION,PAIL (MEDIUM),14,Not Applicable,6.086,Collected in Only 2019
South,ONION,PAIL (MEDIUM),14,Not Applicable,5.3150001,Collected in Only 2019
North,ONION,50 KG BAG,2,Not Applicable,44,Collected in Only 2019
Central,ONION,50 KG BAG,2,Not Applicable,47.25,Collected In Both 2016 and 2019
South,ONION,50 KG BAG,2,Not Applicable,38,Collected in Only 2019
North,ONION,90 KG BAG,3,Not Applicable,90.650002,Collected in Only 2019
Central,ONION,90 KG BAG,3,Not Applicable,75,Collected In Both 2016 and 2019
South,ONION,90 KG BAG,3,Not Applicable,93,Collected in Only 2019
North,ONION,PAIL (SMALL),4,Not Applicable,4.1999998,Collected in Only 2019
Central,ONION,PAIL (SMALL),4,Not Applicable,4.1437502,Collected in Only 2019
South,ONION,PAIL (SMALL),4,Not Applicable,3.464,Collected in Only 2019
North,ONION,PAIL (LARGE),5,Not Applicable,16.4,Collected in Only 2019
Central,ONION,PAIL (LARGE),5,Not Applicable,13.675,Collected in Only 2019
South,ONION,PAIL (LARGE),5,Not Applicable,9.6819992,Collected in Only 2019
Central,PEAS,KILOGRAM,1,Not Applicable,1,Collected in Only 2019
South,PEAS,KILOGRAM,1,Not Applicable,1,Collected in Only 2019
North,PEAS,PAIL (MEDIUM),14,Not Applicable,5.5100002,Collected in Only 2019
Central,PEAS,PAIL (MEDIUM),14,Not Applicable,4.3105001,Collected in Only 2019
South,PEAS,PAIL (MEDIUM),14,Not Applicable,4.9169998,Collected in Only 2019
North,PEAS,50 KG BAG,2,Not Applicable,36.5,Collected in Only 2019
Central,PEAS,50 KG BAG,2,Not Applicable,36.200001,Collected in Only 2019
South,PEAS,50 KG BAG,2,Not Applicable,35,Collected in Only 2019
North,PEAS,PAIL (SMALL),4,Not Applicable,4.0640001,Collected in Only 2019
Central,PEAS,PAIL (SMALL),4,Not Applicable,2.9130001,Collected in Only 2019
South,PEAS,PAIL (SMALL),4,Not Applicable,5.1599998,Collected in Only 2019
North,PEAS,PAIL (LARGE),5,Not Applicable,12.5,Collected in Only 2019
Central,PEAS,PAIL (LARGE),5,Not Applicable,8.8999996,Collected in Only 2019
South,PEAS,PAIL (LARGE),5,Not Applicable,9.4090004,Collected in Only 2019
